Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC57,OUT046,2879.8477
FDB29,OUT046,1984.1226
NCO43,OUT035,1350.7473
FDG44,OUT045,474.49808
FDJ34,OUT045,1850.6382
FDH40,OUT049,1166.518
NCD07,OUT027,2536.2388
FDB41,OUT017,640.35046
FDH47,OUT018,1201.0262
DRK37,OUT035,2850.128
FDM25,OUT019,33.29
NCX06,OUT045,2355.5725
NCS05,OUT017,1769.5344
FDS39,OUT045,1853.1592
FDC47,OUT027,5630.6724
FDG20,OUT013,2768.8767
DRL23,OUT017,1397.0358
FDY33,OUT013,2568.1702
NCH18,OUT045,3114.962
FDX47,OUT035,2715.1528
NCB06,OUT045,1923.3716
FDP36,OUT049,705.2829
FDW44,OUT018,2139.746
NCU41,OUT018,2571.749
NCS17,OUT046,1098.9097
FDD46,OUT035,2444.0896
FDE45,OUT017,2738.4937
FDI09,OUT017,3687.8484
NCJ54,OUT010,635.0523
NCA29,OUT018,2006.391
NCN41,OUT027,2806.3748
FDY34,OUT035,2448.4565
NCG55,OUT035,1809.1836
DRM49,OUT046,389.85608
NCB42,OUT049,1625.9344
FDE58,OUT045,1283.2565
DRJ25,OUT013,830.84485
FDS47,OUT010,33.29
FDY21,OUT049,3187.0007
NCI54,OUT013,1556.3872
FDO24,OUT017,2238.9495
FDY43,OUT035,2882.4006
FDF35,OUT018,1365.8973
NCP29,OUT019,33.29
FDN28,OUT027,2776.707
FDJ50,OUT018,571.8515
FDQ14,OUT027,3648.9822
FDC37,OUT035,1539.0516
FDN08,OUT046,1724.2366
FDD04,OUT035,1944.7305
FDW34,OUT018,3001.416
FDP04,OUT017,921.59424
NCG07,OUT017,2672.6272
NCN14,OUT018,2560.8584
FDJ16,OUT045,618.5988
NCM42,OUT045,1532.0337
NCF19,OUT046,500.39258
FDY21,OUT018,2609.349
FDY19,OUT035,1984.2789
FDV09,OUT045,1856.3301
FDA28,OUT013,1816.4861
FDC38,OUT018,1803.6812
FDL28,OUT045,3528.4429
NCH43,OUT049,3338.7046
NCN53,OUT045,372.85208
NCW05,OUT017,1134.2367
NCO30,OUT018,2310.8079
FDT04,OUT019,33.29
FDB27,OUT018,2847.898
NCK07,OUT013,2851.6982
NCA53,OUT013,154.36406
FDB33,OUT018,2201.6812
FDU37,OUT017,1325.7942
FDR13,OUT035,2167.8655
FDE45,OUT049,2581.8435
FDV37,OUT017,3190.1157
FDX44,OUT019,33.29
NCL06,OUT017,3543.3499
FDJ28,OUT045,2855.809
FDX55,OUT049,3213.5708
NCK17,OUT018,238.24872
FDH52,OUT035,1472.122
FDN13,OUT027,3233.8638
FDK44,OUT018,2444.8452
FDU16,OUT046,1502.9298
FDZ07,OUT017,999.3207
NCN06,OUT027,3743.206
FDH02,OUT010,33.29
NCW18,OUT045,3040.03
FDH57,OUT013,1943.183
FDV35,OUT045,1736.8314
NCU29,OUT013,1785.8635
NCP02,OUT046,659.74756
FDN44,OUT013,2500.2532
FDX03,OUT018,690.3507
FDR11,OUT010,33.29
FDA36,OUT046,2708.352
FDP58,OUT027,5426.3965
FDH31,OUT045,1155.463
FDH34,OUT035,3073.9265
FDS13,OUT035,4374.374
FDT01,OUT018,2816.7363
FDY09,OUT049,2597.1848
FDV33,OUT027,5989.058
NCW29,OUT010,33.29
NCN17,OUT045,1148.276
FDX01,OUT046,1436.8195
FDL03,OUT049,3159.6445
DRL59,OUT049,463.79208
DRM11,OUT027,5552.4863
FDA43,OUT049,2940.8596
FDZ56,OUT010,33.29
FDI44,OUT018,903.6579
FDB50,OUT013,1188.8715
FDU15,OUT019,33.29
NCJ19,OUT019,33.29
FDD48,OUT013,1767.501
NCW42,OUT035,3153.0151
FDL24,OUT017,2719.2668
NCB30,OUT013,3019.8145
FDK25,OUT013,2441.827
FDW28,OUT049,2864.912
FDD47,OUT017,2642.7112
FDK16,OUT019,33.29
FDW37,OUT046,1152.5944
FDA48,OUT035,3601.6748
FDA14,OUT017,1948.1906
FDV15,OUT013,1714.7316
FDN22,OUT049,4205.7417
NCD55,OUT045,483.96143
FDY43,OUT013,2669.2258
NCU05,OUT017,891.4484
FDF10,OUT035,2021.4779
FDR39,OUT018,2693.4421
FDG40,OUT013,293.84317
FDZ28,OUT019,33.29
FDE02,OUT045,1177.0131
FDU60,OUT049,3026.9155
FDM21,OUT013,4040.063
FDV52,OUT019,33.29
NCW06,OUT013,2903.2659
FDX36,OUT035,4366.654
FDT35,OUT027,3617.9062
NCL19,OUT010,33.29
NCD31,OUT046,1863.7361
FDE53,OUT019,33.29
FDW58,OUT019,33.29
DRF48,OUT046,1964.4828
FDW57,OUT035,2419.0747
DRH13,OUT017,1349.262
FDT33,OUT013,2648.154
DRK47,OUT027,4861.289
FDY22,OUT010,394.37027
FDC35,OUT019,33.29
FDO03,OUT013,3743.4802
FDF24,OUT045,1273.5286
FDF56,OUT018,2500.2817
FDD28,OUT013,764.1874
FDG53,OUT027,3745.695
FDO27,OUT019,33.29
NCF54,OUT018,2135.8796
FDC20,OUT027,1519.1779
FDU10,OUT046,786.7542
DRA24,OUT018,2468.0298
FDA02,OUT010,33.29
FDG10,OUT017,914.0728
FDW39,OUT010,33.29
FDP04,OUT019,33.29
NCM55,OUT013,3060.2996
FDG47,OUT045,3430.356
NCU41,OUT017,2548.1006
NCK31,OUT017,675.81195
FDZ46,OUT045,1362.1664
FDU13,OUT027,4099.436
NCF19,OUT045,614.37854
NCJ43,OUT013,2599.0142
NCJ05,OUT045,1840.2881
FDS04,OUT027,3713.1975
FDX28,OUT010,33.29
FDB41,OUT027,1355.5493
FDG53,OUT046,1797.0984
FDL15,OUT010,33.29
FDQ08,OUT049,913.4708
DRN36,OUT013,1476.7825
FDI46,OUT013,4034.7615
FDG16,OUT027,5374.715
FDV32,OUT013,756.4202
FDF44,OUT010,33.29
FDK04,OUT018,721.2592
NCA41,OUT013,2593.1619
FDD51,OUT017,342.33618
NCZ53,OUT045,2496.2158
FDP01,OUT027,3704.1365
FDY25,OUT049,2624.1057
FDB17,OUT018,2409.2305
NCV54,OUT018,1391.5745
FDJ32,OUT017,842.8728
FDA37,OUT049,1921.7198
FDG35,OUT035,3078.3413
NCM05,OUT018,3774.5715
FDG45,OUT046,2946.0173
FDH28,OUT013,427.0885
NCE18,OUT049,3832.064
FDH38,OUT045,1425.3846
FDR56,OUT013,3122.8225
FDH17,OUT027,2629.3457
FDD39,OUT049,2811.2568
FDB41,OUT049,472.44128
NCR53,OUT046,3204.669
FDX46,OUT017,767.34924
FDV28,OUT049,374.90448
FDA08,OUT018,2110.963
FDH45,OUT017,704.619
NCS38,OUT010,33.29
FDD40,OUT010,33.29
DRM59,OUT035,2650.3047
NCJ43,OUT018,1911.9326
NCN29,OUT013,197.52974
NCC19,OUT045,2537.3638
FDR56,OUT035,3448.6265
FDZ43,OUT049,3991.1584
FDJ32,OUT010,33.29
DRH03,OUT017,1041.414
NCZ54,OUT035,2440.4258
FDE26,OUT017,2314.5664
FDS03,OUT045,810.2012
DRZ24,OUT019,33.29
FDO48,OUT027,5603.0327
FDW39,OUT049,2943.9656
NCK05,OUT049,607.9529
NCK30,OUT017,3475.6333
FDT27,OUT018,3496.6433
FDS08,OUT019,33.29
NCJ19,OUT049,525.3467
FDC58,OUT045,469.43826
DRE37,OUT013,3122.8735
FDW02,OUT035,2142.899
FDJ02,OUT010,33.29
FDX09,OUT045,2349.6619
FDT31,OUT010,190.13156
FDI24,OUT049,2759.8105
FDY09,OUT045,2162.7288
FDV28,OUT045,263.6123
DRM47,OUT049,2708.6458
FDT52,OUT019,33.29
FDI48,OUT018,684.0731
FDY55,OUT017,3851.0137
FDU48,OUT013,1835.9243
FDN25,OUT045,534.4716
FDP20,OUT049,1713.5433
FDJ15,OUT013,2660.592
FDD04,OUT018,1760.1467
FDY58,OUT045,3038.643
FDR37,OUT018,2566.4668
FDF44,OUT013,1769.592
FDD32,OUT045,1163.9896
FDR57,OUT017,2485.4346
DRG39,OUT027,1062.7212
FDX15,OUT017,2152.5432
DRN37,OUT045,2273.3406
FDW40,OUT027,3782.0017
FDB32,OUT049,1148.9706
FDM40,OUT018,2116.2153
FDE39,OUT027,2849.1055
DRH49,OUT017,1037.718
FDT46,OUT049,339.7046
NCF06,OUT035,3672.5986
FDP07,OUT017,2918.3271
FDC04,OUT013,3830.5142
FDZ32,OUT017,1852.4343
FDD50,OUT045,2436.2117
FDU56,OUT017,2782.2678
FDV34,OUT017,1064.8303
NCY41,OUT013,33.29
NCK18,OUT046,1838.7172
DRH25,OUT049,484.24997
FDT57,OUT046,3153.7407
FDV56,OUT018,1347.821
FDV12,OUT045,1504.2361
FDN52,OUT017,1508.7102
FDX38,OUT035,818.12915
FDE47,OUT018,1661.0227
NCO07,OUT013,3658.2532
FDV09,OUT027,3708.6633
FDZ23,OUT019,33.29
DRH51,OUT018,964.58844
NCY54,OUT045,2257.0051
DRG49,OUT013,4166.8906
NCC19,OUT049,2983.5522
NCV53,OUT045,3247.4783
FDZ47,OUT019,33.29
NCO26,OUT018,1289.202
NCP02,OUT045,872.61975
NCW30,OUT018,2982.034
NCN55,OUT046,2674.52
FDB20,OUT010,33.29
DRL11,OUT013,2275.2974
DRD60,OUT045,2599.4553
FDW14,OUT010,33.29
FDL27,OUT010,33.29
FDU09,OUT018,748.4058
DRH36,OUT027,1768.1892
FDP34,OUT027,3918.6892
FDE04,OUT017,3032.5327
FDZ57,OUT027,3187.942
FDF02,OUT010,33.29
FDG28,OUT045,3785.1104
NCI31,OUT046,33.29
FDT43,OUT013,439.3719
FDU20,OUT046,1837.0237
FDD53,OUT013,361.40817
FDW15,OUT045,1931.374
NCT53,OUT045,2171.4233
NCG55,OUT027,2605.7542
FDD48,OUT035,1774.0549
FDG47,OUT049,3758.2031
FDI21,OUT017,1049.1376
FDT27,OUT017,3681.7207
DRO35,OUT013,1441.9352
FDD33,OUT017,3613.6775
FDC04,OUT035,3807.874
FDY34,OUT013,2644.5015
DRJ49,OUT049,1899.9688
FDE05,OUT049,2245.5713
FDU31,OUT017,3810.65
NCN19,OUT027,4699.906
FDK56,OUT027,5313.282
FDK58,OUT017,1612.5597
NCJ42,OUT035,1582.3146
FDZ34,OUT027,4819.1196
FDA52,OUT018,2244.845
NCR29,OUT013,254.89754
FDT48,OUT035,3317.8022
DRJ51,OUT019,33.29
NCS54,OUT046,2035.3893
FDV01,OUT035,2949.9917
DRG51,OUT027,3924.4846
NCG42,OUT013,1871.787
FDA51,OUT049,1588.0208
FDV19,OUT010,33.29
NCT18,OUT045,2370.3604
NCS41,OUT045,2399.6333
FDO03,OUT046,3372.7073
FDL12,OUT010,33.29
FDY37,OUT010,33.29
FDI58,OUT049,1347.2695
FDT28,OUT018,1978.2307
NCC42,OUT010,33.29
FDO01,OUT017,1319.2762
FDJ02,OUT013,2099.895
FDQ04,OUT018,594.0307
DRL47,OUT013,1498.3921
FDZ32,OUT035,1875.8894
FDC35,OUT035,3617.5916
FDX14,OUT045,753.4339
FDZ35,OUT013,1441.0963
FDL14,OUT013,2320.5715
FDO04,OUT049,269.65033
DRK11,OUT017,2152.6426
FDB44,OUT018,3157.291
FDZ50,OUT049,2677.1392
FDI12,OUT027,2451.703
FDU43,OUT017,3980.119
FDD58,OUT010,33.29
FDB27,OUT017,2851.7578
FDB04,OUT018,919.539
NCO17,OUT013,1325.803
FDL12,OUT017,837.0811
DRJ13,OUT049,2497.175
FDD57,OUT045,1244.7744
FDW19,OUT035,2033.4791
DRD27,OUT018,1144.5214
FDH27,OUT027,3499.925
NCW30,OUT027,5613.387
FDR40,OUT018,1052.0062
FDG05,OUT013,2209.887
NCY41,OUT019,33.29
FDI38,OUT018,2717.446
FDR20,OUT046,680.57214
FDE09,OUT017,1609.4299
FDN50,OUT019,33.29
DRF27,OUT045,2018.8138
DRF51,OUT013,66.12626
NCO02,OUT019,33.29
FDB51,OUT027,1265.341
FDJ50,OUT013,682.2813
FDN52,OUT013,1144.1875
FDX14,OUT013,694.9759
FDT27,OUT019,502.03836
FDV10,OUT013,694.7607
FDU33,OUT046,881.6513
FDU58,OUT046,2790.606
NCP42,OUT027,4417.3184
FDL51,OUT027,5223.3726
DRH15,OUT027,876.62445
FDU16,OUT017,1399.9915
FDW15,OUT017,2280.649
FDQ44,OUT045,1575.9259
NCI06,OUT027,4092.7112
DRK23,OUT019,185.85068
FDC28,OUT035,1823.2404
NCY17,OUT019,33.29
NCV05,OUT018,2046.9641
FDM34,OUT019,33.29
DRD60,OUT027,4444.217
FDT38,OUT046,639.1294
FDQ57,OUT018,1781.4688
FDE59,OUT027,953.3626
NCM43,OUT046,1692.3195
DRI51,OUT049,2106.7236
NCG30,OUT017,1657.8289
NCK54,OUT035,1774.2386
FDQ16,OUT019,33.29
FDI36,OUT013,3226.136
FDX16,OUT027,3969.1982
FDA34,OUT046,2670.249
FDJ48,OUT018,3563.959
FDU47,OUT035,2322.5508
FDS39,OUT046,1698.5248
FDD11,OUT046,3725.235
FDM16,OUT027,2041.8518
FDU56,OUT018,2619.8086
FDQ32,OUT017,2028.5739
DRK35,OUT013,139.98639
FDA58,OUT049,3783.1345
DRG48,OUT019,33.29
FDT59,OUT010,793.79517
FDQ31,OUT019,33.29
FDS51,OUT018,868.849
FDW32,OUT027,2352.1394
FDI15,OUT027,6382.5024
NCV30,OUT017,729.4318
DRG25,OUT049,2917.9119
FDT02,OUT013,33.29
FDO33,OUT027,2852.6794
FDP38,OUT035,747.72687
FDZ45,OUT035,3171.143
NCA54,OUT027,4094.33
FDU33,OUT017,681.7397
FDN58,OUT017,3584.063
FDI05,OUT045,1123.509
FDM57,OUT019,33.29
NCS42,OUT027,1999.5222
FDB57,OUT045,3371.0454
FDC03,OUT045,2696.8462
FDZ58,OUT013,1906.6001
NCK29,OUT045,1583.133
NCR53,OUT045,2963.0674
FDE26,OUT027,3930.3333
FDU52,OUT049,2084.4468
FDE41,OUT027,2316.3967
FDU38,OUT018,2664.341
FDA52,OUT017,2900.5298
FDW46,OUT046,1184.0343
DRI59,OUT035,3640.9302
FDT38,OUT035,950.26953
FDL33,OUT018,2480.1208
FDQ01,OUT027,6168.728
FDJ08,OUT046,2532.1392
FDQ47,OUT049,33.29
NCZ18,OUT013,3957.4097
FDE29,OUT017,851.94257
FDF10,OUT027,3527.4043
FDC48,OUT049,1067.687
FDY58,OUT013,3640.9258
NCX30,OUT010,900.3218
FDV11,OUT013,2544.3792
FDT46,OUT046,596.23395
DRD01,OUT019,33.29
FDQ11,OUT013,3833.5698
NCM41,OUT017,1015.29706
NCC55,OUT013,341.6161
FDG45,OUT027,6087.745
NCQ54,OUT049,2519.274
FDM34,OUT045,1440.0652
FDD17,OUT019,112.32773
FDN38,OUT027,6162.393
FDB53,OUT018,1910.2415
NCL06,OUT035,3685.2542
NCV18,OUT019,33.29
FDX25,OUT013,2873.799
FDB39,OUT046,194.01135
FDC33,OUT049,3312.985
NCO14,OUT018,402.90326
FDA58,OUT027,5869.807
NCQ02,OUT017,2719.8713
NCR53,OUT017,3082.3467
FDN52,OUT046,1292.4946
FDG26,OUT046,3444.7168
FDE23,OUT027,936.14716
DRI37,OUT013,879.51544
DRH37,OUT018,2303.5
FDO01,OUT035,2330.538
FDK45,OUT049,1347.8099
FDP23,OUT049,3267.9033
FDM33,OUT035,3400.5552
FDD36,OUT017,1587.2394
FDL56,OUT017,1232.7219
FDT27,OUT010,458.60046
FDG52,OUT017,535.7131
NCL42,OUT035,3434.5417
DRJ24,OUT046,1945.2424
FDV38,OUT046,138.32349
FDT35,OUT045,2262.5208
FDY51,OUT045,2839.7302
FDC37,OUT017,1300.9316
NCP43,OUT013,2961.0068
FDO33,OUT045,1235.6442
FDW04,OUT018,1705.236
NCC31,OUT046,1729.565
FDK22,OUT049,3411.707
FDJ50,OUT017,773.1349
FDV13,OUT017,1502.8568
DRL60,OUT017,2153.0664
FDW03,OUT017,1722.7914
FDY27,OUT035,2903.5073
FDB39,OUT027,1056.9769
FDU59,OUT045,2195.0588
FDZ57,OUT049,2023.9514
FDO21,OUT049,3792.8604
FDS43,OUT018,2730.2295
FDU28,OUT010,426.09158
FDC51,OUT010,33.29
FDW16,OUT010,33.29
FDP32,OUT010,33.29
FDB60,OUT019,33.29
NCQ30,OUT046,1348.854
FDD26,OUT049,2925.7937
FDI44,OUT045,918.4998
DRH23,OUT046,578.4063
FDO44,OUT046,1242.2006
FDG04,OUT046,2505.601
FDM32,OUT027,2506.9067
FDM09,OUT013,2704.0198
FDZ47,OUT013,1345.9347
FDM40,OUT027,3939.5876
FDY48,OUT017,1263.7213
NCM30,OUT045,392.21048
FDX36,OUT010,300.10095
DRF03,OUT017,104.895706
FDN51,OUT049,4155.399
FDM57,OUT049,1193.6282
FDB35,OUT049,1031.1798
FDY13,OUT027,2032.5688
FDA37,OUT017,2142.5378
NCX53,OUT017,1763.3633
FDD59,OUT018,1092.8099
FDX10,OUT019,33.29
FDC03,OUT018,2498.4448
FDW43,OUT035,4033.2559
FDW10,OUT046,2451.809
FDY14,OUT027,6231.276
FDV43,OUT045,463.84595
FDO40,OUT013,2282.2458
FDP46,OUT027,2201.4773
NCE43,OUT019,33.29
FDD05,OUT035,1925.9606
FDJ60,OUT010,33.29
DRE27,OUT018,1135.3966
FDO11,OUT035,4081.7869
DRG11,OUT027,2489.4434
FDK33,OUT010,522.15356
DRM23,OUT045,2305.3962
FDJ02,OUT027,3893.0798
NCZ05,OUT045,1233.7175
NCL30,OUT013,1793.6488
FDZ19,OUT018,2504.6062
FDM45,OUT049,1876.4523
FDO36,OUT046,2556.707
NCK31,OUT045,534.3972
DRJ37,OUT045,2085.4106
FDP24,OUT018,1467.7378
FDF46,OUT013,1811.4147
FDX46,OUT019,33.29
NCL18,OUT045,2478.248
FDJ26,OUT013,3119.3665
FDJ07,OUT045,1467.7936
FDY15,OUT013,2060.3132
DRG01,OUT045,906.51544
FDF58,OUT045,701.92365
FDZ14,OUT019,33.29
FDP31,OUT049,1035.0779
FDH45,OUT013,473.02512
FDA09,OUT010,628.67633
FDW31,OUT035,3439.1602
FDA57,OUT046,455.28378
NCE55,OUT035,2554.2861
FDC17,OUT019,33.29
FDC59,OUT013,682.6918
FDA22,OUT013,2286.8477
FDK52,OUT035,3927.553
NCM26,OUT046,1532.7101
NCT53,OUT035,2847.8418
FDW45,OUT018,1948.399
NCI18,OUT035,3205.1133
FDE38,OUT018,2258.48
FDF08,OUT019,33.29
FDY58,OUT010,436.51486
FDF58,OUT019,33.29
FDX39,OUT017,3275.9922
FDB44,OUT049,3169.1575
FDF28,OUT013,1792.4822
FDE39,OUT013,1503.8538
FDT37,OUT018,3469.735
FDZ45,OUT017,3022.1323
FDO40,OUT035,2523.6743
FDM57,OUT027,1988.7528
DRG36,OUT017,2562.237
FDY36,OUT010,33.29
DRL60,OUT027,3676.0378
FDS25,OUT019,33.29
DRF49,OUT027,2668.0957
FDP16,OUT045,3774.0803
FDS60,OUT049,2750.1787
FDU15,OUT027,1051.5552
FDK43,OUT046,1532.4033
FDN25,OUT046,752.6584
FDE53,OUT049,1242.8988
FDB22,OUT013,2469.0051
FDE39,OUT017,1599.6456
FDX35,OUT035,3606.2485
NCG54,OUT049,2569.4238
FDH27,OUT035,2223.154
NCK42,OUT013,3373.655
FDS25,OUT049,1585.0787
FDI10,OUT018,2460.095
FDU35,OUT035,1835.0557
FDI04,OUT017,3243.8376
DRK23,OUT035,4037.9194
FDB53,OUT019,33.29
FDY02,OUT049,3951.5845
FDM60,OUT035,618.8589
NCJ31,OUT010,673.5717
DRP35,OUT017,1681.6348
NCQ30,OUT018,1338.8843
DRL11,OUT010,33.29
FDU01,OUT013,2733.4382
FDR39,OUT035,2620.2761
FDO08,OUT046,2430.8533
FDC02,OUT045,3997.138
NCZ29,OUT035,1972.3147
FDF29,OUT010,33.29
FDZ23,OUT017,2798.1565
NCU53,OUT018,2226.4841
NCW30,OUT013,4187.0693
NCM26,OUT027,4070.0469
FDV50,OUT027,2956.9382
FDW15,OUT049,2451.417
FDI35,OUT027,4697.2734
FDO11,OUT017,3935.8809
FDN48,OUT046,1150.3965
NCA17,OUT049,1962.7694
NCN54,OUT013,955.1633
FDP22,OUT013,857.902
NCB54,OUT035,2163.8013
FDD08,OUT045,348.56805
DRM48,OUT010,33.29
FDG41,OUT027,2999.255
FDE44,OUT027,1540.4858
FDE26,OUT035,2418.3347
NCS38,OUT013,1607.2085
NCJ54,OUT018,2664.5737
FDI40,OUT019,33.29
FDN45,OUT018,2924.539
FDU43,OUT046,3630.7056
FDI04,OUT010,201.32025
NCC07,OUT018,1291.5684
NCC07,OUT019,33.29
NCD18,OUT045,3013.6436
FDU55,OUT035,4224.072
FDX59,OUT035,625.55884
FDR52,OUT049,3018.896
NCP17,OUT013,460.50894
FDQ32,OUT045,1807.298
NCT17,OUT049,2676.5342
FDO10,OUT049,675.8736
FDE32,OUT049,131.66328
FDN44,OUT045,2163.1743
FDH02,OUT035,1779.2092
FDK60,OUT013,1392.5215
FDS24,OUT019,33.29
FDL03,OUT010,267.18185
FDB46,OUT027,5034.0166
FDO48,OUT049,4138.7925
FDZ39,OUT049,1657.0027
FDT02,OUT027,585.5238
FDC50,OUT013,1398.3516
FDP39,OUT035,1002.96246
DRG15,OUT018,756.817
FDP10,OUT018,1316.1155
FDF53,OUT027,4750.698
FDN34,OUT045,2445.5112
FDK02,OUT045,1687.8755
FDC23,OUT045,2189.04
FDJ10,OUT019,33.29
FDE53,OUT035,1737.5558
FDR25,OUT035,4276.696
FDW50,OUT046,1812.5117
FDS09,OUT049,600.1515
FDW49,OUT010,100.18669
FDU51,OUT046,2869.9675
FDF28,OUT018,1593.3191
NCY30,OUT018,2248.5823
FDD44,OUT045,4085.788
FDX09,OUT017,2748.0535
NCF30,OUT013,1825.4011
FDZ50,OUT019,33.29
FDW37,OUT013,1116.713
FDD11,OUT049,3714.046
DRH39,OUT018,735.40625
FDA36,OUT049,2973.5444
NCG43,OUT049,1296.8824
FDF02,OUT035,1560.5171
FDP57,OUT027,2493.7913
NCE42,OUT017,3188.4302
NCR38,OUT027,5527.0854
FDP03,OUT019,33.29
FDO51,OUT035,810.545
NCQ42,OUT046,1516.1958
NCM41,OUT046,1037.512
FDH48,OUT027,2015.7413
DRF60,OUT046,2641.9463
FDJ27,OUT035,1688.9042
FDQ14,OUT013,2136.2375
FDN27,OUT017,1459.9613
NCQ02,OUT046,2143.5056
FDJ33,OUT049,1952.0929
FDP07,OUT027,5570.575
DRE01,OUT049,3761.2065
FDU36,OUT045,1576.9851
FDL28,OUT017,3608.8667
NCX53,OUT046,1897.8618
FDZ39,OUT013,1640.2517
NCP42,OUT013,3003.1663
FDJ14,OUT035,1757.8219
FDK04,OUT049,374.47482
NCC19,OUT017,2657.8794
FDS09,OUT018,710.1703
FDZ02,OUT046,1407.7493
FDD35,OUT018,1688.1354
NCY42,OUT017,2018.8138
FDB05,OUT045,3753.7559
FDF20,OUT035,3331.1858
NCO41,OUT018,1175.1989
FDC40,OUT027,1681.2142
FDV58,OUT045,2434.978
FDZ57,OUT045,1900.9238
DRM35,OUT046,1996.6952
DRN36,OUT018,1236.9297
FDQ13,OUT046,961.8416
DRO35,OUT010,33.29
NCD43,OUT035,1653.297
FDA51,OUT018,1487.4752
NCX17,OUT027,5492.7773
NCZ17,OUT049,369.7441
FDR11,OUT027,3327.5674
FDW34,OUT049,3839.006
FDN50,OUT017,1576.0276
FDS09,OUT046,941.55945
FDS48,OUT018,1997.7261
FDL44,OUT049,2278.3206
DRF48,OUT018,2562.4001
FDA14,OUT018,1921.7657
NCD30,OUT049,1415.0221
FDI16,OUT017,739.1434
NCG06,OUT035,3645.545
DRZ24,OUT035,1841.803
NCS17,OUT045,848.0724
FDB37,OUT045,3579.0208
FDE10,OUT035,1789.4259
FDC57,OUT045,2921.451
FDM12,OUT018,2800.2363
FDE24,OUT049,2091.1594
FDW22,OUT045,3167.952
DRD01,OUT027,1450.5626
NCZ18,OUT027,5653.406
FDN49,OUT045,405.53067
FDR22,OUT035,1928.4917
FDV08,OUT019,33.29
FDY39,OUT046,2765.0945
FDV36,OUT049,1768.7113
FDO60,OUT045,492.85202
FDU04,OUT027,3140.8357
FDR20,OUT027,1302.3503
FDW19,OUT019,33.29
FDU40,OUT049,2882.524
FDK15,OUT045,1234.4169
DRF15,OUT035,2044.8026
FDQ25,OUT017,2895.3657
FDI48,OUT019,33.29
FDS49,OUT046,807.8
FDV22,OUT046,2406.355
NCV42,OUT046,1226.76
FDX26,OUT046,2003.4783
FDI33,OUT018,1053.3076
FDZ14,OUT049,1776.7976
FDG10,OUT013,925.3154
FDM38,OUT018,582.6953
FDG26,OUT027,6128.8765
FDH46,OUT035,1570.967
FDN13,OUT018,1005.4248
FDU57,OUT035,2078.7334
NCI06,OUT046,2032.4968
FDM38,OUT045,782.5333
NCG42,OUT010,33.29
FDL39,OUT045,2410.1868
FDT31,OUT019,33.29
FDV59,OUT013,3049.5496
FDB49,OUT035,1959.7467
FDD58,OUT049,1472.067
DRN59,OUT046,417.00287
FDX48,OUT049,2777.0183
FDQ11,OUT049,3982.1436
FDY12,OUT049,831.7348
FDQ11,OUT045,3635.1196
DRI11,OUT017,1660.26
FDY32,OUT027,4713.1567
FDS51,OUT045,610.56146
FDR19,OUT010,33.29
DRB13,OUT018,2690.95
FDS21,OUT035,1292.2898
FDQ40,OUT045,2660.3298
NCE55,OUT013,2707.7815
FDX43,OUT027,4740.652
FDS12,OUT049,1977.7097
DRK01,OUT027,2228.6602
FDN25,OUT017,480.95917
FDB60,OUT046,2885.3403
FDQ13,OUT017,1283.3889
DRK13,OUT045,2788.407
DRF25,OUT018,285.77466
NCD42,OUT019,33.29
FDW25,OUT045,929.7946
NCV29,OUT027,4300.065
NCK42,OUT035,3069.2546
DRJ13,OUT027,3833.4119
DRD15,OUT017,3445.056
FDM27,OUT045,2147.0393
FDZ50,OUT018,2236.52
FDC04,OUT046,2854.633
FDF50,OUT049,2852.4204
FDP15,OUT045,3420.6968
FDK46,OUT035,3914.2656
FDZ56,OUT018,2367.8352
FDY60,OUT049,2739.2651
FDB10,OUT035,3615.1
FDR57,OUT045,2302.415
FDU58,OUT049,3115.2434
FDH02,OUT046,1462.3514
FDP48,OUT013,3015.555
FDI46,OUT035,3783.3286
FDW56,OUT013,3282.6846
NCM19,OUT010,33.29
FDS50,OUT027,5388.227
FDK24,OUT013,644.7086
FDO36,OUT017,2444.9143
FDK45,OUT027,3186.0488
NCL05,OUT045,47.62818
FDL32,OUT018,1609.3344
FDA28,OUT049,1921.582
FDY36,OUT018,762.60065
FDP32,OUT018,1746.1946
FDL50,OUT046,2051.881
DRC24,OUT049,2342.5427
NCS18,OUT017,1424.7865
FDD16,OUT017,1074.2954
NCV18,OUT013,1208.1881
FDX07,OUT046,2792.9272
NCZ05,OUT027,2347.0352
NCI31,OUT013,39.354294
FDK14,OUT049,877.80536
NCR06,OUT045,529.15
NCF54,OUT049,2543.2083
DRG23,OUT010,33.29
FDD53,OUT046,435.7612
NCM31,OUT027,3718.1067
FDT16,OUT017,4013.9382
FDR40,OUT035,1711.9977
DRG25,OUT017,2720.53
FDT10,OUT035,1166.7844
FDY32,OUT013,2691.4106
FDN50,OUT035,2058.6401
FDZ35,OUT019,33.29
NCP54,OUT045,1569.7667
NCD07,OUT035,1699.3212
FDS02,OUT018,2461.0723
DRN59,OUT018,334.02747
DRB24,OUT013,2459.0537
FDP37,OUT027,3905.6658
DRB01,OUT018,2614.4348
FDR47,OUT046,2895.7617
NCM31,OUT010,33.29
NCF06,OUT027,5592.469
NCV17,OUT027,3022.0728
FDS10,OUT049,2541.4897
FDN52,OUT035,1744.931
FDZ48,OUT013,1572.2638
